"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
47.2124727460958,33.6452138162325,49.48602462524,51.0325071849205,50.2105163432137,50.477539435944,50.1690889413529,50.5766408600789,51.3686942373725,51.646509712603,50.7079271818242,48.1518517947198,48.1608530308386,49.8328004345655,52.6841236020974,51.746718662692,51.7020287631085,49.8697100057388,52.6842831117215,52.4173303564351,52.9843427729461,49.909448981885,49.9647319065669,50.9961803650494,53.3491906155158,53.544995440112,54.0979040092948,54.2346722238113,53.8950499568582,55.2286968779681,55.4509475511791,55.2001258299868,55.1567866014353,55.1745238338088,55.9824722744112,56.0806624828224,55.7333671450826,54.4734463512252,56.1312608161638,56.6785490982505,56.2523962870337,55.5799761473242,55.7117809901506,55.791404352683,56.3825048785119,56.7810920267034,56.5303300333063,56.360596059169,56.4671083330255,56.4605198854667
37.666833257499,44.0359992727822,50.000782174167,50.8485536043259,49.8452345133951,50.1370234852522,50.0563559573217,50.4998576447438,51.2712424883423,51.7655215246652,50.5540746115873,47.947947132423,48.3854957071935,49.7707445289779,52.2123808311325,51.2747876603801,51.610774267356,49.6787745825966,52.3595796750476,52.4497148648029,52.1334375310138,50.0021681062691,49.8590640335111,50.5000505023062,53.3056036571812,53.7055597418628,54.3763200081206,53.9495637647847,53.9865728088492,54.9320133369718,54.5923802826806,54.7634747366764,55.0455109279617,54.8692346240125,55.482824929387,55.7701269793093,55.2193980531417,54.5101677540133,56.2064591880624,56.2427070845502,55.9512242687745,55.6129806263248,55.8737425568682,55.3101735899445,55.7592829242641,56.6841064483933,56.4581046279895,56.072849554182,56.291832626518,56.0591483530388
34.5473921860079,50.0107335354611,50.4541566583792,50.7498196620143,49.7460082358218,49.6925904945055,49.6704306204654,49.864117548368,50.7565234643486,51.4527420854033,50.297388109024,47.8695546138205,48.6667796025849,49.8580897853935,52.0553183112815,51.0249410252701,51.2577793342925,49.7868832235882,51.8726090287665,52.4628024462718,51.9837568763053,49.6988074925671,49.8428149194107,50.6419957766588,53.0142049537571,53.6462138007869,54.6061618481245,53.6996226804442,53.3201656575769,54.9573224529079,54.2515883271311,54.8057620723859,54.5679557317918,54.9466368798119,55.3461379090749,55.4684574199608,54.8989908525118,54.4031825849437,55.920481676196,56.3866480156893,55.6968439992467,55.361428727748,55.6898366496015,55.2258687321808,56.1624058783959,56.6028014115741,56.0306213294804,55.943697206771,56.1466670546915,55.8616523032719
47.0303703395019,50.1645267452867,50.6979018868741,51.0338735208096,49.7789229064313,49.434357405832,49.3929988653578,49.7486252191795,50.8147981525464,51.6182607420858,49.9217737273575,48.2347974462163,49.0000780437071,49.8164443611403,51.2278544621182,50.3972200928539,51.0756030464024,49.6621111445284,52.0225603812007,52.5839154914731,51.9066282017741,49.5418994161081,49.5847730534389,51.1837819300024,53.2603717462162,53.5417267410857,55.0391800982019,53.7994469120813,60.4447829101671,74.8417540770969,68.9076606129299,65.5352126405386,70.9449329983217,65.3472661294456,56.582285594499,55.206782601079,54.6157259329284,54.0799380887701,55.7150767962087,56.3517983239255,55.6599995151429,55.3246311971794,55.003147053698,54.9695191842072,55.9251515992955,56.1279158802405,55.5385158996591,55.5593143697411,55.7960391644423,55.7305448831497
50.139331177473,50.0024066289393,50.8921554847199,51.0261770468851,50.0666325960753,48.9278536620205,49.3004835154138,49.8728061145307,50.7637181917763,51.5637133423463,50.0535517097335,48.2956249492312,49.4939425586645,50.0473862207637,50.9659809492564,50.4531514788569,50.8772247125462,49.8499095881914,51.946295745293,52.331710228636,51.3513040912852,49.4405783601422,49.7952376708919,51.0405310712982,53.3188137682259,53.9999724729387,65.1880831681506,87.2935333902644,94.5698454137261,97.6466052259026,96.2765184236516,97.4703284239643,97.6088413144419,96.274928224833,90.5913612293351,74.7466900135057,55.7787241136822,54.2135995255956,55.7952162027167,56.3658533901514,55.1641181640737,54.8920337280983,54.5040667447969,55.0771379892222,55.704348767923,55.6229307136082,55.5215153582476,55.6164857818831,55.5553565696792,55.6278971950482
50.1023551212757,50.2891179867527,50.5334069975935,50.507123683003,49.7831424292557,49.0555724930064,49.0878679881373,49.815123073167,50.3742989625444,51.2445475519519,49.9034965969451,48.1314007937256,49.268384990896,50.353301621088,50.8946727356805,50.4464016896758,50.4318805770926,49.794173171758,51.7943218978541,51.9462769146618,51.5488561794396,49.2312734731332,49.6484354034556,50.941919632611,53.4840857129815,72.58327897176,95.8337814238824,92.3081700508674,70.2434767350844,95.7567459211287,69.7891787778437,90.9562607350381,91.8921568642754,80.7683749817145,89.0351897015722,92.0890106597871,79.7095444164971,54.9379802179144,55.6421486274421,55.5952229556177,55.0840189272991,54.8439914669363,54.6736121156469,55.2124804672719,55.3493214040594,55.1567455135657,55.0862592713679,55.1829818170462,54.7845637847042,55.319000905679
50.0964677412422,50.0541411982034,49.9438539698145,50.1084987219039,49.6346556531263,49.015887634812,49.0579248094741,49.6288616577479,50.1488157917414,50.5806128925469,49.9382460846656,47.8725102055296,49.1484340175666,50.0060732052973,51.3201964425175,50.2537005131155,50.6929180234517,49.8340149527635,51.7920382418748,52.2566576277951,51.7147874684003,49.5109943761189,49.6154352473015,51.1206126636644,71.4912105322927,97.7548735242244,97.1308895435918,95.3077479515387,72.2246057334736,67.9752037444951,77.7590467183646,71.4858216984428,69.0339481945285,79.1638504606181,88.3116587658047,89.749262525473,91.0549543952253,68.4058299313803,55.5453780039326,55.4802170687489,55.4583646529963,55.124259595367,55.1239827320599,55.4589566102491,55.1912190788229,55.196975909622,55.0407447249506,55.1198272459832,55.0421621945799,55.2684664588391
50.1858782206566,49.9550080095567,49.1994104316723,49.4243307511391,49.3752708218268,48.8983820890073,49.0686170778421,49.6376035468513,50.1313282324004,50.2902762778484,49.9908078637684,47.7000920490324,49.0645242794909,50.0914264967065,51.3267420420766,50.492830628706,50.7811160737153,49.5228463225252,51.3985240897976,52.4525408314846,51.5625982981851,49.9022765474209,49.562990790223,52.8812375417935,91.7536472089417,97.8778470508059,97.6682152873822,96.741089379422,87.6756538323139,86.4202807516913,99.1073359884141,70.402253312967,77.478429047484,90.3739292824429,90.2262280964619,90.0114924199281,90.3571622395499,83.1782386374661,55.5998618860805,55.5701434585436,55.501812782427,54.7910865207338,54.5859607589108,55.7034644578811,55.4824137799386,55.6137966662334,55.4084533398027,55.3068778324511,55.0706586677713,55.3929326184456
49.9686740754401,49.6327430363211,49.3170346202214,49.9036082312562,48.8971196416104,48.992355484669,48.8237796014579,49.1870925336451,49.9653821445059,50.2966928183542,50.2889672940091,47.61706353964,48.5282364995221,49.8980508786577,51.8211867445523,50.6489541675995,51.0588962087734,49.4494164124342,51.0645650100881,52.6515390712711,51.3138221587741,49.9582977595961,49.4464826174857,68.0486086446802,96.5597855769497,96.9301972782502,97.0609926475893,97.4117869271299,98.6925938112239,99.0196658193539,99.213096678108,94.0695367445765,95.5975037646652,92.186787760875,91.5477093548944,90.3966006031923,87.6410634733884,87.9964677565208,61.8285932878884,55.2718731058554,55.9968982614711,55.4083653840169,54.7377020308271,55.5469543025856,55.868297223439,55.5428602847092,55.5807777878345,55.5106575261536,55.6368518121089,55.1721666439624
50.1345593227274,49.7618943594856,48.8912888332684,49.6706270578436,49.2081451654206,49.2110029587645,48.805357633364,49.0932182863335,49.9079341196113,50.1096457150694,50.2487630780141,47.6171343469217,48.8103546168499,50.0040427034532,52.0209893063919,50.6744166806489,51.2898521945423,49.2202816839835,51.0944212754046,52.6844680526396,51.492235370486,49.9174654760224,51.4305192366757,89.9138039243381,98.2596146249464,98.6139193302479,98.5144612009468,98.4171178877322,98.3298704323165,98.274074031138,98.2075885253509,98.0869469094125,96.320932237164,94.4139288108282,92.9687393872262,90.9392286934076,88.0466665441768,89.9053545737666,67.5763464843076,55.5483251777853,55.6275449128962,54.9338351906684,54.8374556333452,55.4470603283179,55.1999715971826,55.3111488599319,55.6847839169951,55.5932639685293,55.4074053265184,55.3109118059851
