"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
-4.90407904799192,-4.90407904799192,-4.90407904799192,-6.87033063375196,-10.0897841329111,-14.8632473985765,-24.014660218115,-18.5690410306673,-9.53814173960528,-20.3832152591071,-42.7716615111575,-43.4122514655539,-41.0265650554764,-47.2485551965449,-45.1912193996274,-59.1640098219636,-65.2348038670956,-55.3726050274736,-21.6948802908442,-6.58012306874524,-9.27392055519287,-20.5351746166425,-20.1972619571069,-7.04132330184408,-4.90407904799192,-3.68344066486402,-4.90407904799192,-4.29375985642797,-1.67810617829676,-4.77328092305473,-4.83867998552332,-4.90407904799192,-4.90407904799192,-4.90407904799192,-4.90407904799192,-4.90407904799192,-4.90407904799192,-5.42703161000607,-4.96944811824369,-6.34219859353083,-13.8053488313823,-29.3773448136842,-54.7206823176862,-57.8396433245196,-40.7029545267654,-23.0941804827688,-35.8956010333428,-64.5819237553698,-85.4207608350124,-90.2109999405164
-4.50007869032159,-4.90407904799192,-4.90407904799192,-6.34737807173781,-10.3786576097535,-14.8273058995051,-23.7953727479057,-18.7610221562621,-9.41792470881429,-20.4583598605997,-44.2463231761604,-44.6059960670411,-42.0882362758681,-48.8722113475778,-45.8137515717301,-59.6158349636498,-65.621287058378,-55.2405422823051,-21.5820570206422,-7.20668266940228,-9.84033877116056,-23.685444716881,-22.6880737680968,-6.60158046461278,-4.90407904799192,-3.68344066486402,-1.33151168207515,-1.28575812657707,-2.37561382579841,-5.20668777705829,-5.09988469621134,-4.90407904799192,-4.90407904799192,-4.90407904799192,-4.82832898092874,-4.67682884680236,-4.90407904799192,-4.90407904799192,-5.01847492093252,-7.20537059995578,-12.8090553139641,-30.333214389215,-55.685582533261,-58.2363853131232,-42.1644863421516,-23.9677519058366,-36.6970737665345,-65.1933500335401,-86.0469270061573,-89.5066126608835
-4.90407904799192,-4.90407904799192,-4.90407904799192,-6.34737807173781,-10.5592035327799,-15.3741069687726,-24.5738689231561,-18.448364756498,-9.89371476978724,-20.9664800813006,-45.1893594360943,-45.5408166404604,-42.2955608551714,-49.1156005533124,-46.8028512318861,-60.2813901581714,-65.8284674588536,-54.9213654260918,-21.1726032384798,-6.90053805301749,-10.0099038278349,-24.4531191276397,-22.7442682147431,-7.1111545841042,-4.90407904799192,-4.90407904799192,-1.77328011473901,-1.80365359624124,1.08061257214873,10.6568902055391,9.05622682047693,0.163449150216446,-4.47478349926423,-4.90407904799192,-4.87882902563753,-4.82832898092874,-4.9574805884154,-5.42703161000607,-4.96127698446222,-6.76636199692427,-13.4950220471577,-32.2221165706029,-58.3590951943399,-59.7141003925366,-44.0680421410789,-24.4094803655126,-38.4106306475136,-66.4808924112942,-86.7183528310922,-90.0913449976511
-4.90407904799192,-4.90407904799192,-4.90407904799192,-6.66225589316836,-10.6314219019905,-15.4393285256642,-24.0374341153002,-18.3416270943756,-10.316450387039,-21.7195533723123,-45.4121856211812,-45.0701616474556,-42.6249876052809,-49.7805607796315,-47.4930915026528,-60.768481604693,-65.2309950107374,-53.6258553594645,-20.4276084378705,-6.78836145164284,-9.99268242957335,-25.3545835068518,-21.786824324472,-7.46545336649621,-4.90407904799192,-4.90407904799192,-0.893659222419718,10.7270406826551,20.0105537455969,22.4100900982255,21.6492101411587,18.9028161190776,11.5735693303201,1.48981901287307,-4.52209941657522,-4.90407904799192,-4.90407904799192,-4.90407904799192,-4.92859244933634,-6.25826058395999,-13.4367511200087,-32.8010479826019,-58.5353297472537,-59.3748543169734,-42.6339014535132,-27.7355736918572,-43.0997512656816,-68.5547857290387,-87.3099988021632,-90.2168254672475
-4.90407904799192,-4.90407904799192,-4.90407904799192,-6.66225589316836,-10.8042071580717,-15.8361839389575,-24.6538331422054,-18.3599840406054,-9.61134489359851,-23.3493522722366,-45.745686956204,-46.1687150373525,-43.6345815721156,-50.7013971238983,-48.4219438471817,-61.3100975573112,-65.9013963045002,-54.0915476849853,-21.364087462184,-7.76192145974225,-10.7691000566287,-26.7402202784074,-21.3751235491333,-5.77169897480086,-4.90407904799192,-5.07923602716084,6.09359515971993,12.6703221291617,15.5914098505802,18.3444546598711,13.7551402529354,11.3210962382624,18.3639714477475,16.046997279113,-0.832020871566573,-4.93984667439393,-4.90407904799192,-4.90407904799192,-4.90407904799192,-6.0866667745491,-14.3626338424093,-33.5564619125672,-58.1963532331813,-56.9417359486588,-38.4998955760615,-25.0924053925527,-45.2379491308297,-69.5497912430516,-87.1217587764738,-90.3071880052059
-4.90407904799192,-4.90407904799192,-4.50007869032159,-5.90584679894309,-10.1231387036664,-15.2035662479643,-24.1843711327674,-17.7835551071053,-8.61272612079204,-23.8305415128978,-46.6430718017581,-47.3311861587042,-45.4180428180701,-52.0739762689578,-49.756916506573,-61.8810472081936,-66.6999877171051,-55.465745732697,-23.7408621199559,-9.877724460493,-10.4477727696853,-28.0526466779311,-22.4164029644702,-6.59965716776304,-2.9694847635309,-0.5947438862896,12.6823326084245,8.10512472436315,10.0751848616862,13.5788465315689,14.5076564664824,14.477326660639,18.4519714965293,14.4758217861631,10.5793615707241,-4.04995305534555,-4.90407904799192,-4.90407904799192,-4.90407904799192,-5.9618730960709,-14.8716102424254,-33.9044760962257,-59.8652674054868,-56.5435719596937,-36.8707942140557,-23.1454918325244,-41.966319818689,-68.7123673103387,-87.1785464553047,-90.8945139745594
-3.50906375298861,-4.90407904799192,-4.90407904799192,-5.68887180162225,-9.5209362794652,-14.7367323424234,-24.7879268693779,-18.1600353850828,-10.1610387719577,-24.3049737121988,-47.3134679685819,-46.8902582673227,-45.4738134683496,-54.0361657806034,-51.1480011412282,-62.9754715419131,-66.6367414446671,-56.4712855079845,-24.8305568963524,-10.011332940553,-10.1788138664606,-27.9581287144245,-22.3678269622225,-6.76740486063958,-2.36998852273045,4.11566044956409,14.0422845393442,13.2367077326329,11.1891559193874,12.6698214260123,15.9684272154124,19.6006702491867,20.7494652816098,14.8803184553808,11.868960744669,2.28365659605843,-4.98212289389585,-4.90407904799192,-4.91225018177339,-6.60968979793688,-13.284196836329,-36.5945195654727,-60.5162381889892,-57.8366721952972,-38.7481360828718,-24.7450457650056,-43.3130772256185,-71.1383640070594,-87.849499709097,-90.6992940496361
-4.90407904799192,-4.90407904799192,-4.90407904799192,-6.34737807173781,-10.6314219019905,-14.6177590421279,-25.2252284387163,-18.5305716501378,-9.09266850361586,-24.1819372186323,-47.701066554506,-47.3419544110541,-46.2978628051462,-54.6266437178506,-52.1069203211741,-62.9217560928326,-66.8458048589613,-57.5732169153913,-24.7492751174488,-10.1326386135418,-10.8335964057096,-27.5414553972077,-21.0619607931083,-6.32530524680769,-3.96056490895778,1.43796923628998,13.6967977300385,12.8441475467928,10.8654623566188,11.4007257326742,13.7601036544213,16.6351647773311,20.3549119380969,13.8519150293819,10.0679027847048,4.28930113100286,-5.02868234713497,-4.90407904799192,-5.02664605471399,-9.09660563046918,-13.9570310521782,-36.4489017722157,-60.7401391507778,-58.0493292589977,-38.2219663486761,-24.7801288126663,-43.8407346526839,-71.9702573882305,-88.5745199512616,-91.1620625026057
-4.90407904799192,-4.90407904799192,-4.90407904799192,-7.25154303249501,-9.99995264802943,-15.0964686066061,-25.6637199038645,-16.7033894377161,-9.29988399039087,-26.4586308023602,-48.6833581164292,-47.376538512687,-46.7356567145146,-56.2798404444017,-53.5528089042737,-64.1736093491602,-66.8497147263564,-57.0834066119658,-23.8305828236921,-9.48071839554314,-10.4979592800507,-28.6978206661016,-20.3073173864146,-6.6949005728116,-5.01310719302319,1.0724363474854,12.284236512552,11.0992496605712,13.1876879345487,14.7437859424919,13.4810002925443,13.0761712337823,18.5810610500609,16.9465865021213,10.1734772792973,10.1484666160156,-5.5058523711848,-4.90407904799192,-5.02664605471399,-7.32201910609125,-14.4520548639438,-37.5018515922581,-61.66380264273,-57.8015385278651,-36.7711236435879,-23.8327731099986,-44.0803059411293,-70.6352637035855,-88.3876623469946,-91.4140284028739
-4.90407904799192,-3.85781757673944,-4.55532522424109,-6.15677187236628,-10.2152131296655,-16.8107209937854,-25.5056805089834,-17.9826704645667,-10.316450387039,-26.3210816284831,-48.5253232968839,-48.5201047234337,-47.3765845882522,-57.0606909107971,-54.63660076963,-64.626410179925,-67.4035495537479,-56.3053387902598,-23.5158851294934,-10.1795033738156,-10.5327797453299,-28.7320748840044,-18.5975720954084,-5.23781275651554,-4.23685330979961,15.456204781701,13.6381228434329,8.77331433771787,12.2932440890213,15.3242872716824,13.4795179813601,8.73696775984526,16.952936359089,18.0732278790233,15.5257839182879,28.0561904904218,-3.43723007913109,-4.9574805884154,-4.97761925202516,-8.55298633723485,-14.2686202003124,-38.5074234261569,-63.0475383998942,-57.7192784718451,-35.161134424042,-25.7643239008193,-46.444104416913,-72.0398102201569,-88.7551199152844,-91.2470128620652
